timestamp,min_cpu,max_cpu,avg_cpu
2017-01-19 12:25:00,684862.1954510015,2163352.2676529745,1182663.2465939766
2017-01-15 01:20:00,650243.8407060058,1964201.273748968,1081983.675873003
2017-01-01 16:15:00,726083.2869020009,2365157.446889972,1293114.300067986
2017-01-22 06:15:00,609827.077921993,1886244.531818984,1022375.3685989948
2017-01-02 21:45:00,722928.1688499813,2402590.970103964,1290974.3268000009
2017-01-03 11:35:00,706982.6562509945,2327677.197724995,1237132.8392389992
2017-01-08 23:35:00,683078.0147419898,2096871.5846350105,1144949.1274989764
2017-01-07 03:25:00,642139.9628139988,2017200.720346013,1077632.6688319943
2017-01-12 03:05:00,642618.4059760106,2001421.310983006,1080976.680564015
2017-01-04 06:10:00,674603.3823839937,2113784.52287003,1131834.7992349907
2017-01-11 06:40:00,707660.0480189944,2110525.4517880026,1156946.0301450165
2017-01-22 16:40:00,781313.8349179979,2471745.899708033,1392832.172075991
2017-01-09 19:40:00,720029.4120820257,2276904.4891190133,1261877.2710939934
2017-01-05 00:10:00,693215.9970569817,2238394.753588986,1212427.4291250207
2017-01-09 17:25:00,762825.1007170018,2526800.9281450645,1363671.702616966
2017-01-01 02:20:00,635376.0138869886,2055847.399649976,1087880.8181230046
2017-01-02 02:50:00,626967.9519610053,2024289.233391997,1066817.1444079909
2017-01-07 01:15:00,677510.1509890038,2056134.827456971,1123078.7214739865
2017-01-20 09:20:00,678400.4670769969,2064282.335413,1139907.6850209758
2017-01-10 23:15:00,682513.5378999888,2161447.612712994,1154870.769846012
2017-01-16 17:35:00,820032.4792650071,2577005.46167695,1426492.481681997
2017-01-27 11:15:00,735321.6525790145,2202152.519022984,1243487.552779973
2017-01-04 10:20:00,710940.0238959985,2258774.07564496,1219775.2713959862
2017-01-15 22:30:00,717068.2362859941,2226708.906328014,1252647.5684869976
2017-01-01 14:25:00,681324.9062820018,2406547.901955009,1251213.3058329795
2017-01-22 19:15:00,785924.2254649983,2382901.404245029,1368313.8764890102
2017-01-10 05:20:00,682607.1456690023,2071049.3023489965,1121337.812833006
2017-01-17 23:05:00,650009.589898005,2041334.519993007,1113535.281539006
2017-01-15 00:45:00,691122.90154999,2073313.7915780256,1155615.6943659957
2017-01-24 17:00:00,795046.7371519934,2505984.5427210014,1410652.3571499805
2017-01-05 05:45:00,654986.6635979913,1993581.710312988,1080583.074333996
2017-01-02 02:25:00,639018.5143779974,2156594.8291370133,1122878.808120985
2017-01-09 17:50:00,776049.9780680026,2491760.5989699853,1360902.2746949994
2017-01-07 05:05:00,651174.5284170001,1983264.9689839943,1076314.11101199
2017-01-26 09:45:00,728955.0600680031,2206115.427487019,1228845.4189650118
2017-01-06 03:45:00,640557.3440319981,1973800.711918012,1057883.0613499866
2017-01-03 01:00:00,639879.5384550029,2109141.6443349924,1104395.015038991
2017-01-05 12:40:00,704901.2482719931,2230597.35701098,1223589.852244996
2017-01-16 17:05:00,839123.4218520109,2459295.536028,1435284.8663319582
2017-01-24 06:50:00,668545.6941240104,2015333.186873006,1116096.1190089886
2017-01-13 09:45:00,694839.362753004,2087776.237451027,1157662.938233005
